wkt_geom,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (19.75540390176071526 50.25521746861734584),yes,natural_monument,69303,PL.ZIPOP.1393.PP.1206132.620,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.620
Point (19.75538395336137754 50.25473682540766873),yes,natural_monument,69302,PL.ZIPOP.1393.PP.1206132.619,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.619
Point (19.75695978050514867 50.25418030498260435),yes,natural_monument,69297,PL.ZIPOP.1393.PP.1206132.614,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.614
Point (19.75654396776962685 50.25451408370074091),yes,natural_monument,69296,PL.ZIPOP.1393.PP.1206132.612,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.612
Point (19.75668264974284227 50.25416258725689289),yes,natural_monument,69299,PL.ZIPOP.1393.PP.1206132.616,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.616
Point (19.75627345581959204 50.25452457091844138),yes,natural_monument,69298,PL.ZIPOP.1393.PP.1206132.615,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.615
Point (19.75765820082583346 50.25407733221350526),yes,natural_monument,69293,PL.ZIPOP.1393.PP.1206132.609,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.609
Point (19.7587086862553285 50.25337405994171291),yes,natural_monument,69292,PL.ZIPOP.1393.PP.1206132.608,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.608
Point (19.75742704466849986 50.25405643765549968),yes,natural_monument,69295,PL.ZIPOP.1393.PP.1206132.611,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.611
Point (19.75912545154280764 50.25304881381866551),yes,natural_monument,69294,PL.ZIPOP.1393.PP.1206132.610,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.610
Point (19.76007325627560363 50.25192678262242651),yes,natural_monument,69289,PL.ZIPOP.1393.PP.1206132.605,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.605
Point (19.76010614544308908 50.25179800746558101),yes,natural_monument,69288,PL.ZIPOP.1393.PP.1206132.604,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.604
Point (19.75953813333772402 50.25283775848479451),yes,natural_monument,69291,PL.ZIPOP.1393.PP.1206132.607,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.607
Point (19.76001016547395039 50.25206223275897344),yes,natural_monument,69290,PL.ZIPOP.1393.PP.1206132.606,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.606
Point (19.77543031993607769 50.1777943781986977),yes,natural_monument,69350,PL.ZIPOP.1393.PP.1206152.673,rock,Osiczanka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.673
Point (19.77936882006593677 50.18041158782475719),yes,natural_monument,69349,PL.ZIPOP.1393.PP.1206152.672,rock,Losek,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.672
Point (19.78848270346977856 50.18102581906604343),yes,natural_monument,69352,PL.ZIPOP.1393.PP.1206152.675,rock,Łabajowa,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.675
Point (19.78850240989798692 50.18129522414979959),yes,natural_monument,69351,PL.ZIPOP.1393.PP.1206152.674,rock,Łabajowa,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.674
Point (19.77827033432281922 50.19201216694697365),yes,natural_monument,69346,PL.ZIPOP.1393.PP.1206152.668,rock,Dupna,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.668
Point (19.77916737141451975 50.1921252689735482),yes,natural_monument,69345,PL.ZIPOP.1393.PP.1206152.667,rock,Dupna,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.667
Point (19.77978630933643345 50.18644299692549282),yes,natural_monument,69348,PL.ZIPOP.1393.PP.1206152.671,rock,Klin,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.671
Point (19.77981389354956576 50.18672575521085832),yes,natural_monument,69347,PL.ZIPOP.1393.PP.1206152.670,rock,Klin,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.670
Point (19.78288999030955964 50.19305972940004779),yes,natural_monument,69344,PL.ZIPOP.1393.PP.1206152.666,rock,Tomaszówki,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.666
Point (19.80277336228312635 50.17665795690522401),yes,natural_monument,69362,PL.ZIPOP.1393.PP.1206152.687,rock,Polnik,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.687
Point (19.80439900909800599 50.17911997566188376),yes,natural_monument,69361,PL.ZIPOP.1393.PP.1206152.686,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.686
Point (19.80454610813453087 50.18004552010273756),yes,natural_monument,69358,PL.ZIPOP.1393.PP.1206152.683,rock,Dziurawiec,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.683
Point (19.80139163896959431 50.18539242848630266),yes,natural_monument,69357,PL.ZIPOP.1393.PP.1206152.681,rock,Żytnia,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.681
Point (19.80493083248329711 50.17857001605152334),yes,natural_monument,69360,PL.ZIPOP.1393.PP.1206152.685,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.685
Point (19.80463516269283275 50.18092657311512284),yes,natural_monument,69359,PL.ZIPOP.1393.PP.1206152.684,rock,Dziurawiec,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.684
Point (19.79571885633148653 50.17639575233751259),yes,natural_monument,69354,PL.ZIPOP.1393.PP.1206152.677,rock,Przy górze,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.677
Point (19.79424879494220946 50.18120713456137594),yes,natural_monument,69353,PL.ZIPOP.1393.PP.1206152.676,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.676
Point (19.80081748931325691 50.18577271662616823),yes,natural_monument,69356,PL.ZIPOP.1393.PP.1206152.679,rock,Żytnia,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.679
Point (19.79592317531788837 50.17567453180293313),yes,natural_monument,69355,PL.ZIPOP.1393.PP.1206152.678,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206152.678
Point (19.74296625491454549 50.26256842621893384),yes,natural_monument,69317,PL.ZIPOP.1393.PP.1206132.637,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.637
Point (19.74345654604307043 50.26254585863013347),yes,natural_monument,69316,PL.ZIPOP.1393.PP.1206132.634,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.634
Point (19.74235837190571985 50.26257401981163042),yes,natural_monument,69319,PL.ZIPOP.1393.PP.1206132.639,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.639
Point (19.74252337575880745 50.26258043286158994),yes,natural_monument,69318,PL.ZIPOP.1393.PP.1206132.638,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.638
Point (19.74989694290416864 50.25898037913817262),yes,natural_monument,69313,PL.ZIPOP.1393.PP.1206132.631,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.631
Point (19.75117434169786534 50.25823612711382538),yes,natural_monument,69312,PL.ZIPOP.1393.PP.1206132.630,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.630
